,Hourly_Averages
849,5.5
850,4.083333333333333
851,2.1666666666666665
852,2.0
853,1.5833333333333333
854,0.5833333333333334
855,1.1666666666666667
856,1.9166666666666667
857,6.416666666666667
858,7.583333333333333
859,6.5
860,6.0
861,5.666666666666667
862,4.0
863,2.3333333333333335
864,0.8333333333333334
865,8.416666666666666
866,8.583333333333334
867,6.916666666666667
868,6.0
869,6.0
870,5.0
871,2.5
872,2.0
873,2.0
874,0.6666666666666666
875,1.3333333333333333
876,2.4166666666666665
877,1.0
878,2.9166666666666665
879,5.583333333333333
880,6.166666666666667
881,4.833333333333333
882,4.0
883,4.0
884,2.1666666666666665
885,2.0
886,1.5
887,1.1666666666666667
888,1.9166666666666667
889,2.4166666666666665
890,2.0833333333333335
891,0.75
892,0.4166666666666667
893,1.0833333333333333
894,5.166666666666667
895,11.583333333333334
896,0.6666666666666666
897,1.3333333333333333
898,0.08333333333333333
899,0.5
900,1.25
901,1.6666666666666667
902,1.8333333333333333
903,1.9166666666666667
904,3.9166666666666665
905,6.0
906,5.583333333333333
907,4.25
908,4.0
909,2.4166666666666665
910,1.0833333333333333
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,1.9166666666666667
929,2.5
930,2.9166666666666665
931,1.8333333333333333
932,4.166666666666667
933,11.75
934,10.916666666666666
935,9.833333333333334
936,9.0
937,7.75
938,4.416666666666667
939,0.75
940,1.5
941,1.25
942,0.6666666666666666
943,0.75
944,1.0
945,1.0
946,2.4166666666666665
947,2.5
948,5.666666666666667
949,12.083333333333334
950,13.0
951,12.0
952,11.416666666666666
953,9.75
954,5.083333333333333
955,2.5833333333333335
956,1.5833333333333333
957,0.16666666666666666
958,0.75
959,1.4166666666666667
960,2.0
961,2.5
962,1.0
963,1.1666666666666667
964,2.0
965,3.5833333333333335
966,6.0
967,6.0
968,6.0
969,5.0
970,5.0
971,4.583333333333333
972,4.0
973,4.0
974,4.0
975,4.166666666666667
976,3.5
977,2.5
978,3.25
979,2.6666666666666665
980,3.3333333333333335
981,2.25
982,3.3333333333333335
983,9.666666666666666
984,9.333333333333334
985,8.0
986,8.0
987,7.833333333333333
988,7.0
989,7.0
990,6.0
991,5.666666666666667
992,5.0
993,3.1666666666666665
994,0.0
995,0.9166666666666666
996,2.1666666666666665
997,2.0833333333333335
998,2.1666666666666665
999,1.9166666666666667
1000,2.4166666666666665
1001,2.0
1002,2.0
1003,2.0
1004,1.4166666666666667
1005,1.0
1006,1.0
1007,1.4166666666666667
1008,3.25
1009,2.0833333333333335
1010,2.25
1011,2.75
1012,5.833333333333333
1013,6.833333333333333
1014,7.083333333333333
1015,5.083333333333333
1016,4.0
1017,4.0
1018,4.0
1019,3.4166666666666665
1020,2.0
1021,1.8333333333333333
1022,0.8333333333333334
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.4166666666666667
1028,3.5833333333333335
1029,4.0
1030,3.0833333333333335
1031,2.0
1032,2.25
1033,2.0
1034,4.0
1035,3.0
1036,1.25
1037,2.0
1038,2.0
1039,1.5
1040,1.4166666666666667
1041,2.0
1042,2.4166666666666665
1043,3.0
1044,4.833333333333333
1045,8.583333333333334
1046,8.0
1047,8.5
1048,6.416666666666667
1049,3.8333333333333335
1050,3.0
1051,2.4166666666666665
1052,2.0
1053,0.9166666666666666
1054,2.0
1055,2.25
1056,1.1666666666666667
1057,3.4166666666666665
1058,2.4166666666666665
1059,2.3333333333333335
1060,2.4166666666666665
1061,4.416666666666667
1062,5.416666666666667
1063,6.083333333333333
1064,4.25
1065,2.1666666666666665
1066,2.0
1067,1.4166666666666667
1068,1.8333333333333333
1069,5.583333333333333
1070,8.083333333333334
1071,8.166666666666666
1072,9.5
1073,7.0
1074,4.75
1075,3.3333333333333335
1076,3.3333333333333335
1077,4.0
1078,3.75
1079,3.75
1080,1.9166666666666667
1081,2.5
1082,1.9166666666666667
1083,2.6666666666666665
1084,0.3333333333333333
1085,0.5833333333333334
1086,0.5833333333333334
1087,0.4166666666666667
1088,0.25
1089,0.08333333333333333
1090,0.75
1091,0.08333333333333333
1092,1.75
1093,4.5
1094,3.25
1095,3.25
1096,5.75
1097,7.0
1098,5.083333333333333
1099,3.0833333333333335
1100,2.0
1101,2.0
1102,0.75
1103,0.0
1104,1.75
1105,1.5
1106,3.0
1107,3.6666666666666665
1108,1.9166666666666667
1109,0.6666666666666666
1110,0.6666666666666666
1111,0.08333333333333333
1112,1.0
1113,0.6666666666666666
1114,0.6666666666666666
1115,1.0
1116,1.1666666666666667
1117,1.75
1118,2.5
1119,4.75
1120,8.333333333333334
1121,8.0
1122,7.5
1123,6.666666666666667
1124,5.583333333333333
1125,1.3333333333333333
1126,0.8333333333333334
1127,3.5833333333333335
1128,3.5
1129,4.333333333333333
1130,3.1666666666666665
1131,1.5
1132,3.0
1133,6.916666666666667
1134,9.0
1135,9.0
1136,9.0
1137,9.0
1138,9.0
1139,9.0
1140,8.416666666666666
1141,7.0
1142,6.75
1143,4.75
1144,3.0
1145,3.0
1146,1.5
1147,2.3333333333333335
1148,3.25
1149,5.083333333333333
1150,5.333333333333333
1151,4.833333333333333
1152,10.0
1153,10.0
1154,10.0
1155,10.0
1156,9.083333333333334
1157,8.0
1158,8.0
1159,8.0
1160,8.0
1161,7.333333333333333
1162,5.416666666666667
1163,4.166666666666667
1164,1.25
1165,0.5
1166,0.4166666666666667
1167,2.5
1168,3.8333333333333335
1169,2.8333333333333335
1170,4.0
1171,4.0
1172,4.0
1173,3.5
1174,2.1666666666666665
1175,1.0
1176,0.8333333333333334
1177,0.0
1178,1.8333333333333333
1179,6.833333333333333
1180,7.583333333333333
1181,7.833333333333333
1182,6.0
1183,4.916666666666667
1184,4.0
1185,4.0
1186,4.0
1187,4.0
1188,4.0
1189,3.1666666666666665
1190,2.4166666666666665
1191,2.0
1192,0.9166666666666666
1193,0.0
1194,1.25
1195,1.4166666666666667
1196,1.5
1197,1.6666666666666667
1198,1.9166666666666667
1199,3.5833333333333335
1200,2.8333333333333335
1201,2.1666666666666665
1202,2.6666666666666665
1203,3.0833333333333335
1204,1.4166666666666667
1205,1.4166666666666667
1206,1.1666666666666667
1207,1.0
1208,0.5
1209,0.08333333333333333
1210,0.0
1211,0.0
1212,1.1666666666666667
1213,3.5
1214,1.75
1215,2.4166666666666665
1216,0.9166666666666666
1217,0.5833333333333334
1218,0.9166666666666666
1219,1.75
1220,1.75
1221,3.0
1222,2.9166666666666665
1223,3.9166666666666665
1224,2.0833333333333335
1225,2.0833333333333335
1226,2.9166666666666665
1227,2.5
1228,4.166666666666667
1229,1.5833333333333333
1230,2.5
1231,2.0833333333333335
1232,0.9166666666666666
1233,0.16666666666666666
1234,0.25
1235,1.0833333333333333
1236,1.0833333333333333
1237,1.8333333333333333
1238,1.4166666666666667
1239,1.75
1240,2.3333333333333335
1241,1.5
1242,1.25
1243,1.3333333333333333
1244,1.0
1245,1.9166666666666667
1246,1.8333333333333333
1247,2.5
1248,1.6666666666666667
1249,1.8333333333333333
1250,2.3333333333333335
1251,2.0
1252,0.5
1253,0.5
1254,0.25
1255,0.75
1256,1.0
1257,1.5
1258,0.6666666666666666
1259,0.75
1260,1.5
1261,2.0
1262,0.9166666666666666
1263,0.8333333333333334
1264,2.5833333333333335
1265,1.3333333333333333
1266,1.1666666666666667
1267,1.4166666666666667
1268,1.4166666666666667
1269,2.3333333333333335
1270,1.5833333333333333
1271,2.0833333333333335
1272,2.4166666666666665
1273,1.6666666666666667
1274,0.75
1275,1.0
1276,1.4166666666666667
1277,1.25
1278,1.3333333333333333
1279,0.0
1280,0.0
1281,0.0
1282,1.1666666666666667
1283,0.4166666666666667
1284,1.3333333333333333
1285,1.3333333333333333
1286,1.25
1287,3.5833333333333335
1288,1.5
1289,2.5
1290,1.5833333333333333
1291,2.8333333333333335
1292,0.8333333333333334
1293,3.25
1294,2.4166666666666665
1295,2.5
1296,1.4166666666666667
1297,1.8333333333333333
1298,0.8333333333333334
1299,1.0
1300,1.25
1301,1.6666666666666667
1302,0.9166666666666666
1303,0.75
1304,0.4166666666666667
1305,0.0
1306,0.0
1307,0.25
1308,1.0
1309,2.75
1310,2.1666666666666665
1311,2.6666666666666665
1312,2.0
1313,1.5833333333333333
1314,3.3333333333333335
1315,3.5
1316,2.5833333333333335
1317,3.5
1318,2.1666666666666665
1319,1.75
1320,2.0833333333333335
1321,0.6666666666666666
1322,0.9166666666666666
1323,0.25
1324,0.8333333333333334
1325,1.0
1326,1.1666666666666667
1327,1.3333333333333333
1328,0.16666666666666666
1329,0.25
1330,0.6666666666666666
1331,0.25
1332,2.0
1333,1.3333333333333333
1334,2.4166666666666665
1335,4.833333333333333
1336,3.4166666666666665
1337,3.8333333333333335
1338,0.9166666666666666
1339,3.0
1340,2.75
1341,1.8333333333333333
1342,2.3333333333333335
1343,3.3333333333333335
1344,2.0833333333333335
1345,2.0
1346,2.5
1347,2.75
1348,1.9166666666666667
1349,1.0833333333333333
1350,1.3333333333333333
1351,0.5833333333333334
1352,0.0
1353,0.0
1354,0.08333333333333333
1355,0.8333333333333334
1356,1.25
1357,2.3333333333333335
1358,1.75
1359,2.5833333333333335
1360,1.75
1361,1.0833333333333333
1362,1.3333333333333333
1363,3.0833333333333335
1364,2.6666666666666665
1365,2.3333333333333335
1366,2.75
1367,2.1666666666666665
1368,1.6666666666666667
1369,1.5833333333333333
1370,2.0833333333333335
1371,1.4166666666666667
1372,2.5833333333333335
1373,1.8333333333333333
1374,1.75
1375,0.9166666666666666
1376,0.75
1377,1.25
1378,2.0
1379,2.0
1380,1.0833333333333333
1381,2.5
1382,1.3333333333333333
1383,2.5
1384,1.5
1385,0.5
1386,0.6666666666666666
1387,0.8333333333333334
1388,1.3333333333333333
1389,1.75
1390,1.25
1391,3.3333333333333335
1392,1.9166666666666667
1393,2.9166666666666665
1394,2.4166666666666665
1395,1.5833333333333333
1396,3.6666666666666665
1397,2.6666666666666665
1398,1.5
1399,1.75
1400,0.0
1401,0.16666666666666666
1402,0.0
1403,0.9166666666666666
1404,1.3333333333333333
1405,2.9166666666666665
1406,1.8333333333333333
1407,1.5833333333333333
1408,1.4166666666666667
1409,1.3333333333333333
1410,1.25
1411,2.25
1412,1.8333333333333333
1413,2.0
1414,1.0
1415,2.0
1416,1.8333333333333333
1417,0.5833333333333334
1418,0.6666666666666666
1419,2.9166666666666665
1420,1.5833333333333333
1421,1.5
1422,0.08333333333333333
1423,0.9166666666666666
1424,0.8333333333333334
1425,0.08333333333333333
1426,1.0
1427,0.9166666666666666
1428,1.3333333333333333
1429,1.6666666666666667
1430,1.6666666666666667
1431,1.5
1432,1.75
1433,1.5833333333333333
1434,1.0
1435,2.8333333333333335
1436,1.8333333333333333
1437,3.0833333333333335
1438,2.3333333333333335
1439,2.75
1440,2.6666666666666665
1441,2.0833333333333335
1442,0.8333333333333334
1443,1.3333333333333333
1444,0.75
1445,0.5
1446,0.6666666666666666
1447,0.4166666666666667
1448,0.0
1449,0.16666666666666666
1450,0.25
1451,1.1666666666666667
1452,0.3333333333333333
1453,2.0833333333333335
1454,1.5
1455,1.6666666666666667
1456,2.3333333333333335
1457,1.9166666666666667
1458,2.75
1459,1.8333333333333333
1460,2.3333333333333335
1461,2.25
1462,3.25
1463,2.5833333333333335
1464,2.0833333333333335
1465,1.5
1466,1.75
1467,1.5
1468,1.3333333333333333
1469,1.0
1470,0.75
1471,1.4166666666666667
1472,0.0
1473,0.5833333333333334
1474,0.4166666666666667
1475,1.3333333333333333
1476,1.1666666666666667
1477,2.3333333333333335
1478,1.5
1479,3.8333333333333335
1480,2.6666666666666665
1481,3.9166666666666665
1482,1.5833333333333333
1483,2.5833333333333335
1484,2.75
1485,3.3333333333333335
1486,2.4166666666666665
1487,2.5
1488,3.0
1489,2.4166666666666665
1490,1.0833333333333333
1491,1.75
1492,0.5833333333333334
1493,1.3333333333333333
1494,1.5833333333333333
1495,1.1666666666666667
1496,0.08333333333333333
1497,0.0
1498,0.08333333333333333
1499,0.16666666666666666
1500,0.0
1501,0.08333333333333333
1502,0.25
1503,0.75
1504,2.25
1505,2.5
1506,2.1666666666666665
1507,2.0
1508,2.1666666666666665
1509,2.0833333333333335
1510,2.3333333333333335
1511,2.0
1512,1.5
1513,1.0833333333333333
1514,0.8333333333333334
1515,1.6666666666666667
1516,0.3333333333333333
1517,0.0
1518,0.3333333333333333
1519,1.0
1520,1.0
1521,1.0
1522,1.25
1523,0.0
1524,0.6666666666666666
1525,1.0833333333333333
1526,1.6666666666666667
1527,0.75
1528,2.0
1529,1.9166666666666667
1530,1.25
1531,2.0
1532,1.0833333333333333
1533,2.0
1534,2.25
1535,1.5
1536,2.4166666666666665
1537,1.5
1538,1.25
1539,2.25
1540,1.5
1541,1.0
1542,1.0
1543,0.5833333333333334
1544,0.8333333333333334
1545,0.08333333333333333
1546,0.08333333333333333
1547,1.0
1548,2.8333333333333335
1549,2.75
1550,1.3333333333333333
1551,1.6666666666666667
1552,1.0
1553,1.6666666666666667
1554,1.0
1555,1.0
1556,2.0
1557,2.3333333333333335
1558,1.9166666666666667
1559,2.75
1560,1.6666666666666667
1561,1.6666666666666667
1562,1.5833333333333333
1563,2.75
1564,2.3333333333333335
1565,3.0833333333333335
1566,1.8333333333333333
1567,1.4166666666666667
1568,1.0
1569,0.08333333333333333
1570,0.0
1571,0.08333333333333333
1572,0.3333333333333333
1573,1.9166666666666667
1574,1.1666666666666667
1575,1.75
1576,2.5833333333333335
1577,1.6666666666666667
1578,1.8333333333333333
1579,1.5833333333333333
1580,1.4166666666666667
1581,1.75
1582,1.0833333333333333
1583,1.5833333333333333
1584,0.5
1585,1.0
1586,1.25
1587,1.3333333333333333
1588,1.0
1589,1.0
1590,0.8333333333333334
1591,0.0
1592,0.5833333333333334
1593,0.5
1594,0.5833333333333334
1595,1.6666666666666667
1596,0.5833333333333334
1597,0.9166666666666666
1598,1.5
1599,1.5
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
